Month,Year,PartNo,Description,Quantity,Sales Price
6,2025,300422616A,Housing Front Axle Cover RH-640,705,7410.6
6,2025,300137705B,Housing Front Axle Cover LH-705,498,7890.3
6,2025,300130478B,Housing Front Axle Cover RH-478,651,10923.5
6,2025,10051257CB,Front Axle Housing,303,7278.48
6,2025,1A8252-42110,Hydarulic Housing,80,969.3
6,2025,10071462AG,Integral Front Axle Bkt(Casting),232,8823.23
6,2025,5A8252-24701,COVER FRONT,283,5783.32
6,2025,5A8252-24240,COVER REAR,90,2592.87
6,2025,1A8252-43231-1,HEAD CYLINDER,478,7442.28
6,2025,1A8550-43210-1,HEAD CYLINDER-210,676,8398.06
6,2025,1A8252-47710,HINGE SUPPORT-8252,415,6607.86
6,2025,101281426000,Brake Drum -6000,454,9306.97
6,2025,101281426100,Brake Drum -6100,182,3014.72
6,2025,1SK-45870,HUB Tunring,478,9423.46
6,2025,(SE01B00G00037),Front Wheel hub Star Glow,566,967.7
6,2025,4256730,HUB-118,432,2808.52
6,2025,4252073,HUB-316,418,7430.9
6,2025,4252752,HUB-454,186,10158.86
6,2025,4255058,HUB-770,159,2843.87
6,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,390,9949.43
6,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",317,2149.44
6,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",314,3099.26
6,2025,300167935A,Center Beam Housing -584/935,178,2897.44
6,2025,XBY00222,Bracket Engine,95,3932.17
6,2025,300137702C,CENTER BEAM HSG - Casting,403,9739.64
6,2025,M31149S002,Fron Wheel Hub Champ,529,7750.71
6,2025,X1821622,Housing Oil Cooler,360,4706.43
6,2025,B3F01301,Flywheel Boss,182,323.11
6,2025,F4W03322,FSFB Bracket - 3322,495,9651.75
6,2025,F4W03222,FSFB Bracket - 3222,300,11520.39
6,2025,X6E04822,NODO BRACKET -ECO-4822,203,7040.2
6,2025,F6A07422,Spring bracket-7422,454,11848.92
6,2025,7125600,Wheel - Drive,161,657.58
6,2025,8829617,Dual adapter hub,261,3576.05
6,2025,29324690,Disc Actuating,91,12009.68
6,2025,IC0305854,EICHER BRAKE DRUM,116,7461.15
6,2025,277642303714,Brake Drum 3714,168,4753
6,2025,277642303707,Brake Drum 3707,261,4363.49
6,2025,66666,Trunnion Braket,296,4552.95
6,2025,1528137,Chart Casting Wheel -8137,112,4583.37
6,2025,1528138,Chart Casting Wheel -8138,279,10687.38
6,2025,516266681,Chart Casting Wheel -6681,83,7835.2
6,2025,8504786,Casting drive wheel,52,9525.37
6,2025,1524926,Hub Casting,229,11541.46
6,2025,8827231,Drive wheel -casting,477,909.25
6,2025,006050988V01,Fly Wheel 67 HP,447,8889.58
6,2025,907125600,Wheel - Drive,263,6983.29
6,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",412,3581.17
6,2025,X1505222,Pulley-5222,268,3101.46
6,2025,X1505122,Pulley-5122,210,10208.38
6,2025,006525415B01,Axle Carr LH,321,8282.05
6,2025,006525417B01,Axle Carr RH,289,360.45
6,2025,B3F16003,Fly Wheel -16003,294,11390.68
6,2025,5739980670,HYVA Bracket 670,464,8718.59
6,2025,3318C00701,Flywheel-701,222,7253.47
6,2025,H01XX417961701,Drive wheel,453,4672.46
6,2025,X6E04722,NODO BRACKET-ECO-4722,520,499.54
6,2025,FTF03022,Rear Dummy HUB-3222,491,6144.58
6,2025,F5N04822,Bracket -Engine Mounting-4822,461,5060.41
6,2025,A 400 322 05 01,Spring bracket -501,589,2881.79
6,2025,A 400 322 00 01,Spring bracket -0001,542,11171.1
6,2025,A 400 322 00 06,Spring bracket -0006,357,3882.06
6,2025,A4008911020,Bracket Bearing 1020,287,6538.76
6,2025,A4003220101,Spring bracket -0101,163,9119.62
6,2025,A400 891 09 20,Bracket Bearing 920,354,10447.28
7,2025,0503BA0290N-RK,ALFA HUB,145,5535.73
7,2025,0503BA0290N,Front Wheel Hub,446,8699.88
7,2025,0502BA1050N,Alfa Rear Wheel Hub LH,266,3803.53
7,2025,0502BA1060N,Alfa Rear Wheel Hub RH,277,9975.94
7,2025,0602AAB00260N,Brake Drum ALFA,334,6523.11
7,2025,0601AMJ00030N,Brake Drum -TREO,303,1220.05
7,2025,0601AAA00320N,B.D. E-Riksha,443,9850.46
7,2025,0601AED00170N,Brake Drum E-Rikshaw,509,2611.94
7,2025,0801AAA00960N,Clutch Housing LCC,105,1248.42
7,2025,006017472B92,Fly Wheel 3DI,150,9665.44
7,2025,006029533V91,Fly Wheel 3DI E1H1,500,7622.08
7,2025,006028861V92,475/575 4DI-NCRPTO,85,3671.54
7,2025,006028860V91,475/575 4DI-CRPTO,604,7802.46
7,2025,006022009B91,Fly Wheel Swraj,554,2459.88
7,2025,007903649B1,HUB(CRE),589,1439.54
7,2025,4D00322,BOSS BRAKCET,110,586.87
7,2025,005551418R8,F.A.S. (BP),358,1842.6
7,2025,F3S00100,Brake Drum 100,202,1276.38
7,2025,F8T00122,Brake Drum 122,216,7242.97
7,2025,F3S00222,Brake Drum 222,419,496.63
7,2025,F3S00422,Brake Drum 422,123,12010.71
7,2025,F8T01222,Brake Drum 1222,196,2518.43
7,2025,F8T02022,Brake Drum 2022,387,7371.37
7,2025,F1860822,BD (B) 1860822 -EDM,465,3904.73
7,2025,F1869022,BD F-1869022-EDM,287,8301.8
7,2025,F8T01922,Brake Drum 1922,666,5879.26
7,2025,F1879622,Brake Drum 9622,133,4538.65
7,2025,F1879722,Brake Drum 9722,496,9487.19
7,2025,F1869122,Brake Drum 9122,159,7447.17
7,2025,F3S00622,Brake Drum 622,478,806.91
7,2025,F5Z00120,Distence Pic Old 120,354,10665.38
7,2025,F5Z00112,Distence Pic Big 112,111,10318.18
7,2025,F1880122,Rear Hub 122,602,3744.51
7,2025,F1888822,Dummy Hub 822,388,7099.65
7,2025,F8S00622,Rear Hub-622,81,1515.77
7,2025,F1880222,Rear HUB-222,132,2930.53
7,2025,F8S01022,UB Hub 1022,112,2701.92
7,2025,FTF01222,UB Hub 1222,337,8748.62
7,2025,F1884622,Front Hub -622,82,9045.81
7,2025,F8S00922,UB Hub 922,448,5616.07
7,2025,F8S01322,Front HUB-1322,429,2534.2
7,2025,FTF01122,Hub 1122 MBP,402,3770.92
7,2025,FTF01022,Hub 1022 MBP,312,1127.64
7,2025,FTF03022,Rear Dummy HUB-3022,100,10680.25
7,2025,FH302622,Front Hub 2622 MBP,154,10417.72
7,2025,FTT02722,HUB-2722,528,642.36
7,2025,F3H01322,ARB FRAME MOUNTING BKT,234,10767.75
7,2025,F2R00122,SGM BKT-122,404,9160.02
7,2025,F8D01700,SGM BKT -1700,185,7981.97
7,2025,F-8D02722,SGM -2722,86,2817.58
7,2025,F8D01622,SGM -1622,284,6062.13
7,2025,F3H01122,ARB Axle M. BKt LH,447,9578.66
7,2025,F3H01222,ARB Axle M. BKt RH,183,1706.97
7,2025,B3F15503,Fly Wheel-503,340,3525.89
7,2025,B9805502,Flywheel Neptune,343,2143.48
7,2025,B2W02519,FIP Housing CB18,73,7024.55
7,2025,B2W01421,FIP Housing CB28,78,6189.48
7,2025,B2W01307,Fip Housing-1307,324,2951.34
7,2025,X1X00522,Thermostate Housing-522,762,5448.34
7,2025,X2H00622,T.G. Case,635,8392.76
7,2025,F7L09722,Rear Spring Bracket,283,7611.27
7,2025,F5F01822,AC Bracket -1822,230,8824.94
7,2025,F5F01722,AC Bracket -1722,423,2538.6
7,2025,F7Z05314,ATS BRACKET-5314,379,7734.54
7,2025,F7Z00122,ATS BRACKET-122,276,3117.92
7,2025,F7Z05414,ATS BRACKET-5414,546,2658.43
7,2025,F7Z10314,ATS BRACKET 10314,544,9530.44
7,2025,X6E03422,Nodo Bracket-3422,413,650.93
7,2025,X6E03522,Nodo Bracket-3522,90,7400.83
7,2025,X6E05222,Nodo Bracket-5222,159,8465
7,2025,X6E05122,Nodo Bracket-5122,314,9726.71
7,2025,330123920,Tata Cup Box,89,5015.42
7,2025,P3301201020,ACE RDE Box casting,290,2402.19
7,2025,330151420,Mega Ace,469,3327.32
7,2025,330134120,M&M 510,79,12403.96
7,2025,330134220V1,M&M 630,522,2561.84
7,2025,330931720,Cover Plate,912,11282.02
7,2025,502207C01,Side Cover C01,676,6456.68
7,2025,502207E 01,Side Cover Casting E01 (HFB 82),239,2079.53
7,2025,50170115,Valve Housing HFB 64,334,4387.08
7,2025,501707C06,Valve Housing casting,244,7389.22
7,2025,501707C03,Valve Housing casting-C03,453,10233.13
7,2025,501707E 01,Valve housing casting  E01 (HFB82),378,2246.68
7,2025,500127C06,LH Housing C06,247,3697.1
7,2025,500127C14,LH Housing C14,507,10398.19
7,2025,50012110,LH Housing 64,80,3895.64
7,2025,5.00E+08,LH Housing -82,364,1322.63
7,2025,666,BB-106,232,1701.86
7,2025,F1826722,B.D. 6722,67,2583.96
7,2025,257542303705,TATA BRAKE DRUM 3705,1121,4195.95
7,2025,263242303723,TATA BRAKE DRUM 3723,83,9114.67
7,2025,F1875722,Brake Drum -5722,363,3642.58
7,2025,277642303701,TATA BRAKE DRUM 3701,313,3784.27
7,2025,5.01E+11,Brake Drum 3702,156,11938.57
7,2025,0031002662AC,Rear Cover-6662,230,6260.92
7,2025,10006813CC,Rear Cover-6813,619,6636.3
7,2025,300053048A,Sviwel Housing LH,445,5692.08
7,2025,300053049A,Sviwel Housing RH,525,8020.12
7,2025,300130461B,Housing Input Pinion,331,8042.98
7,2025,300130468A,Cover steering cylinder mounting,389,10567.74
7,2025,300130474A,Housing hub stub axle,340,6701.55
7,2025,300145985A,Housing Axle King Shaft,299,5237.4
7,2025,10039106AB,Front Axle Housing LH-106 AB,76,3794.21
7,2025,10039104AC,Front Axle Housing RH-104 AC,525,6050.58
7,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",141,5931.06
7,2025,300422630A,Housing Front Axle Cover LH-630,676,10807.73
7,2025,300422616A,Housing Front Axle Cover RH-640,698,7356.16
7,2025,300137705B,Housing Front Axle Cover LH-705,492,7832.34
7,2025,300130478B,Housing Front Axle Cover RH-478,644,10843.26
7,2025,10051257CB,Front Axle Housing,300,7225.02
7,2025,1A8252-42110,Hydarulic Housing,79,962.18
7,2025,10071462AG,Integral Front Axle Bkt(Casting),230,8758.42
7,2025,5A8252-24701,COVER FRONT,280,5740.84
7,2025,5A8252-24240,COVER REAR,90,2573.83
7,2025,1A8252-43231-1,HEAD CYLINDER,473,7387.61
7,2025,1A8550-43210-1,HEAD CYLINDER-210,669,8336.37
7,2025,1A8252-47710,HINGE SUPPORT-8252,411,6559.32
7,2025,101281426000,Brake Drum -6000,450,9238.61
7,2025,101281426100,Brake Drum -6100,180,2992.58
7,2025,1SK-45870,HUB Tunring,473,9354.24
7,2025,(SE01B00G00037),Front Wheel hub Star Glow,561,960.59
7,2025,4256730,HUB-118,427,2787.89
7,2025,4252073,HUB-316,414,7376.32
7,2025,4252752,HUB-454,184,10084.23
7,2025,4255058,HUB-770,158,2822.98
7,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,386,9876.34
7,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",313,2133.65
7,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",310,3076.49
7,2025,300167935A,Center Beam Housing -584/935,176,2876.16
7,2025,XBY00222,Bracket Engine,94,3903.29
7,2025,300137702C,CENTER BEAM HSG - Casting,399,9668.1
7,2025,M31149S002,Fron Wheel Hub Champ,524,7693.77
7,2025,X1821622,Housing Oil Cooler,356,4671.86
7,2025,B3F01301,Flywheel Boss,180,320.74
7,2025,F4W03322,FSFB Bracket - 3322,490,9580.85
7,2025,F4W03222,FSFB Bracket - 3222,297,11435.76
7,2025,X6E04822,NODO BRACKET -ECO-4822,200,6988.49
7,2025,F6A07422,Spring bracket-7422,450,11761.88
7,2025,7125600,Wheel - Drive,160,652.75
7,2025,8829617,Dual adapter hub,258,3549.78
7,2025,29324690,Disc Actuating,91,11921.46
7,2025,IC0305854,EICHER BRAKE DRUM,115,7406.34
7,2025,277642303714,Brake Drum 3714,166,4718.08
7,2025,277642303707,Brake Drum 3707,258,4331.44
7,2025,66666,Trunnion Braket,293,4519.51
7,2025,1528137,Chart Casting Wheel -8137,111,4549.7
7,2025,1528138,Chart Casting Wheel -8138,276,10608.87
7,2025,516266681,Chart Casting Wheel -6681,82,7777.64
7,2025,8504786,Casting drive wheel,52,9455.4
7,2025,1524926,Hub Casting,227,11456.67
7,2025,8827231,Drive wheel -casting,472,902.57
7,2025,006050988V01,Fly Wheel 67 HP,443,8824.28
7,2025,907125600,Wheel - Drive,260,6931.99
7,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",408,3554.86
7,2025,X1505222,Pulley-5222,266,3078.68
7,2025,X1505122,Pulley-5122,208,10133.39
7,2025,006525415B01,Axle Carr LH,317,8221.21
7,2025,006525417B01,Axle Carr RH,286,357.81
7,2025,B3F16003,Fly Wheel -16003,291,11307
7,2025,5739980670,HYVA Bracket 670,459,8654.55
7,2025,3318C00701,Flywheel-701,220,7200.19
7,2025,H01XX417961701,Drive wheel,449,4638.14
7,2025,X6E04722,NODO BRACKET-ECO-4722,515,495.87
7,2025,FTF03022,Rear Dummy HUB-3222,486,6099.44
7,2025,F5N04822,Bracket -Engine Mounting-4822,456,5023.24
7,2025,A 400 322 05 01,Spring bracket -501,583,2860.63
7,2025,A 400 322 00 01,Spring bracket -0001,536,11089.04
7,2025,A 400 322 00 06,Spring bracket -0006,353,3853.55
7,2025,A4008911020,Bracket Bearing 1020,284,6490.73
7,2025,A4003220101,Spring bracket -0101,162,9052.63
7,2025,A400 891 09 20,Bracket Bearing 920,350,10370.53
8,2025,0503BA0290N-RK,ALFA HUB,146,5496.85
8,2025,0503BA0290N,Front Wheel Hub,446,8638.78
8,2025,0502BA1050N,Alfa Rear Wheel Hub LH,266,3776.82
8,2025,0502BA1060N,Alfa Rear Wheel Hub RH,277,9905.88
8,2025,0602AAB00260N,Brake Drum ALFA,334,6477.3
8,2025,0601AMJ00030N,Brake Drum -TREO,304,1211.48
8,2025,0601AAA00320N,B.D. E-Riksha,443,9781.28
8,2025,0601AED00170N,Brake Drum E-Rikshaw,510,2593.6
8,2025,0801AAA00960N,Clutch Housing LCC,105,1239.65
8,2025,006017472B92,Fly Wheel 3DI,150,9597.56
8,2025,006029533V91,Fly Wheel 3DI E1H1,500,7568.56
8,2025,006028861V92,475/575 4DI-NCRPTO,86,3645.76
8,2025,006028860V91,475/575 4DI-CRPTO,605,7747.67
8,2025,006022009B91,Fly Wheel Swraj,556,2442.61
8,2025,007903649B1,HUB(CRE),590,1429.43
8,2025,4D00322,BOSS BRAKCET,110,582.75
8,2025,005551418R8,F.A.S. (BP),359,1829.66
8,2025,F3S00100,Brake Drum 100,203,1267.41
8,2025,F8T00122,Brake Drum 122,216,7192.11
8,2025,F3S00222,Brake Drum 222,420,493.14
8,2025,F3S00422,Brake Drum 422,123,11926.36
8,2025,F8T01222,Brake Drum 1222,197,2500.75
8,2025,F8T02022,Brake Drum 2022,387,7319.6
8,2025,F1860822,BD (B) 1860822 -EDM,466,3877.3
8,2025,F1869022,BD F-1869022-EDM,287,8243.5
8,2025,F8T01922,Brake Drum 1922,668,5837.97
8,2025,F1879622,Brake Drum 9622,134,4506.78
8,2025,F1879722,Brake Drum 9722,497,9420.57
8,2025,F1869122,Brake Drum 9122,159,7394.87
8,2025,F3S00622,Brake Drum 622,479,801.25
8,2025,F5Z00120,Distence Pic Old 120,355,10590.48
8,2025,F5Z00112,Distence Pic Big 112,111,10245.71
8,2025,F1880122,Rear Hub 122,603,3718.21
8,2025,F1888822,Dummy Hub 822,388,7049.8
8,2025,F8S00622,Rear Hub-622,82,1505.13
8,2025,F1880222,Rear HUB-222,133,2909.95
8,2025,F8S01022,UB Hub 1022,112,2682.95
8,2025,FTF01222,UB Hub 1222,337,8687.18
8,2025,F1884622,Front Hub -622,83,8982.28
8,2025,F8S00922,UB Hub 922,449,5576.63
8,2025,F8S01322,Front HUB-1322,430,2516.41
8,2025,FTF01122,Hub 1122 MBP,403,3744.44
8,2025,FTF01022,Hub 1022 MBP,313,1119.72
8,2025,FTF03022,Rear Dummy HUB-3022,100,10605.24
8,2025,FH302622,Front Hub 2622 MBP,154,10344.56
8,2025,FTT02722,HUB-2722,529,637.85
8,2025,F3H01322,ARB FRAME MOUNTING BKT,234,10692.13
8,2025,F2R00122,SGM BKT-122,405,9095.69
8,2025,F8D01700,SGM BKT -1700,186,7925.91
8,2025,F-8D02722,SGM -2722,87,2797.79
8,2025,F8D01622,SGM -1622,284,6019.55
8,2025,F3H01122,ARB Axle M. BKt LH,447,9511.39
8,2025,F3H01222,ARB Axle M. BKt RH,183,1694.99
8,2025,B3F15503,Fly Wheel-503,340,3501.12
8,2025,B9805502,Flywheel Neptune,344,2128.42
8,2025,B2W02519,FIP Housing CB18,73,6975.22
8,2025,B2W01421,FIP Housing CB28,78,6146.02
8,2025,B2W01307,Fip Housing-1307,324,2930.61
8,2025,X1X00522,Thermostate Housing-522,763,5410.08
8,2025,X2H00622,T.G. Case,636,8333.82
8,2025,F7L09722,Rear Spring Bracket,283,7557.82
8,2025,F5F01822,AC Bracket -1822,230,8762.96
8,2025,F5F01722,AC Bracket -1722,424,2520.77
8,2025,F7Z05314,ATS BRACKET-5314,380,7680.22
8,2025,F7Z00122,ATS BRACKET-122,276,3096.02
8,2025,F7Z05414,ATS BRACKET-5414,547,2639.76
8,2025,F7Z10314,ATS BRACKET 10314,545,9463.51
8,2025,X6E03422,Nodo Bracket-3422,414,646.36
8,2025,X6E03522,Nodo Bracket-3522,90,7348.85
8,2025,X6E05222,Nodo Bracket-5222,159,8405.56
8,2025,X6E05122,Nodo Bracket-5122,315,9658.4
8,2025,330123920,Tata Cup Box,89,4980.2
8,2025,P3301201020,ACE RDE Box casting,291,2385.32
8,2025,330151420,Mega Ace,470,3303.95
8,2025,330134120,M&M 510,80,12316.85
8,2025,330134220V1,M&M 630,523,2543.85
8,2025,330931720,Cover Plate,913,11202.79
8,2025,502207C01,Side Cover C01,677,6411.33
8,2025,502207E 01,Side Cover Casting E01 (HFB 82),240,2064.93
8,2025,50170115,Valve Housing HFB 64,334,4356.27
8,2025,501707C06,Valve Housing casting,245,7337.33
8,2025,501707C03,Valve Housing casting-C03,454,10161.26
8,2025,501707E 01,Valve housing casting  E01 (HFB82),379,2230.91
8,2025,500127C06,LH Housing C06,248,3671.14
8,2025,500127C14,LH Housing C14,508,10325.17
8,2025,50012110,LH Housing 64,81,3868.28
8,2025,5.00E+08,LH Housing -82,365,1313.34
8,2025,666,BB-106,232,1689.91
8,2025,F1826722,B.D. 6722,67,2565.82
8,2025,257542303705,TATA BRAKE DRUM 3705,1123,4166.48
8,2025,263242303723,TATA BRAKE DRUM 3723,84,9050.66
8,2025,F1875722,Brake Drum -5722,364,3617
8,2025,277642303701,TATA BRAKE DRUM 3701,314,3757.69
8,2025,5.01E+11,Brake Drum 3702,156,11854.73
8,2025,0031002662AC,Rear Cover-6662,230,6216.95
8,2025,10006813CC,Rear Cover-6813,620,6589.7
8,2025,300053048A,Sviwel Housing LH,445,5652.11
8,2025,300053049A,Sviwel Housing RH,526,7963.8
8,2025,300130461B,Housing Input Pinion,331,7986.49
8,2025,300130468A,Cover steering cylinder mounting,389,10493.52
8,2025,300130474A,Housing hub stub axle,340,6654.48
8,2025,300145985A,Housing Axle King Shaft,300,5200.62
8,2025,10039106AB,Front Axle Housing LH-106 AB,76,3767.56
8,2025,10039104AC,Front Axle Housing RH-104 AC,526,6008.09
8,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",142,5889.41
8,2025,300422630A,Housing Front Axle Cover LH-630,677,10731.83
8,2025,300422616A,Housing Front Axle Cover RH-640,699,7304.5
8,2025,300137705B,Housing Front Axle Cover LH-705,493,7777.33
8,2025,300130478B,Housing Front Axle Cover RH-478,645,10767.11
8,2025,10051257CB,Front Axle Housing,301,7174.28
8,2025,1A8252-42110,Hydarulic Housing,80,955.42
8,2025,10071462AG,Integral Front Axle Bkt(Casting),230,8696.91
8,2025,5A8252-24701,COVER FRONT,280,5700.52
8,2025,5A8252-24240,COVER REAR,90,2555.75
8,2025,1A8252-43231-1,HEAD CYLINDER,474,7335.73
8,2025,1A8550-43210-1,HEAD CYLINDER-210,671,8277.82
8,2025,1A8252-47710,HINGE SUPPORT-8252,412,6513.25
8,2025,101281426000,Brake Drum -6000,451,9173.73
8,2025,101281426100,Brake Drum -6100,180,2971.56
8,2025,1SK-45870,HUB Tunring,474,9288.55
8,2025,(SE01B00G00037),Front Wheel hub Star Glow,562,953.84
8,2025,4256730,HUB-118,428,2768.31
8,2025,4252073,HUB-316,415,7324.51
8,2025,4252752,HUB-454,185,10013.41
8,2025,4255058,HUB-770,158,2803.15
8,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,386,9806.98
8,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",314,2118.66
8,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",311,3054.88
8,2025,300167935A,Center Beam Housing -584/935,176,2855.96
8,2025,XBY00222,Bracket Engine,94,3875.88
8,2025,300137702C,CENTER BEAM HSG - Casting,400,9600.2
8,2025,M31149S002,Fron Wheel Hub Champ,525,7639.74
8,2025,X1821622,Housing Oil Cooler,357,4639.05
8,2025,B3F01301,Flywheel Boss,180,318.49
8,2025,F4W03322,FSFB Bracket - 3322,491,9513.57
8,2025,F4W03222,FSFB Bracket - 3222,298,11355.45
8,2025,X6E04822,NODO BRACKET -ECO-4822,201,6939.41
8,2025,F6A07422,Spring bracket-7422,451,11679.28
8,2025,7125600,Wheel - Drive,160,648.16
8,2025,8829617,Dual adapter hub,259,3524.85
8,2025,29324690,Disc Actuating,91,11837.74
8,2025,IC0305854,EICHER BRAKE DRUM,115,7354.33
8,2025,277642303714,Brake Drum 3714,166,4684.95
8,2025,277642303707,Brake Drum 3707,259,4301.02
8,2025,66666,Trunnion Braket,294,4487.77
8,2025,1528137,Chart Casting Wheel -8137,111,4517.75
8,2025,1528138,Chart Casting Wheel -8138,276,10534.37
8,2025,516266681,Chart Casting Wheel -6681,83,7723.02
8,2025,8504786,Casting drive wheel,52,9389
8,2025,1524926,Hub Casting,227,11376.22
8,2025,8827231,Drive wheel -casting,473,896.23
8,2025,006050988V01,Fly Wheel 67 HP,443,8762.31
8,2025,907125600,Wheel - Drive,261,6883.31
8,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",409,3529.9
8,2025,X1505222,Pulley-5222,266,3057.06
8,2025,X1505122,Pulley-5122,208,10062.23
8,2025,006525415B01,Axle Carr LH,318,8163.48
8,2025,006525417B01,Axle Carr RH,286,355.29
8,2025,B3F16003,Fly Wheel -16003,292,11227.6
8,2025,5739980670,HYVA Bracket 670,460,8593.77
8,2025,3318C00701,Flywheel-701,220,7149.62
8,2025,H01XX417961701,Drive wheel,450,4605.56
8,2025,X6E04722,NODO BRACKET-ECO-4722,516,492.39
8,2025,FTF03022,Rear Dummy HUB-3222,487,6056.61
8,2025,F5N04822,Bracket -Engine Mounting-4822,457,4987.96
8,2025,A 400 322 05 01,Spring bracket -501,584,2840.54
8,2025,A 400 322 00 01,Spring bracket -0001,537,11011.16
8,2025,A 400 322 00 06,Spring bracket -0006,354,3826.48
8,2025,A4008911020,Bracket Bearing 1020,284,6445.14
8,2025,A4003220101,Spring bracket -0101,162,8989.05
8,2025,A400 891 09 20,Bracket Bearing 920,351,10297.7
9,2025,0503BA0290N-RK,ALFA HUB,156,5891.26
9,2025,0503BA0290N,Front Wheel Hub,478,9258.62
9,2025,0502BA1050N,Alfa Rear Wheel Hub LH,285,4047.81
9,2025,0502BA1060N,Alfa Rear Wheel Hub RH,297,10616.64
9,2025,0602AAB00260N,Brake Drum ALFA,358,6942.05
9,2025,0601AMJ00030N,Brake Drum -TREO,325,1298.41
9,2025,0601AAA00320N,B.D. E-Riksha,475,10483.1
9,2025,0601AED00170N,Brake Drum E-Rikshaw,546,2779.69
9,2025,0801AAA00960N,Clutch Housing LCC,112,1328.6
9,2025,006017472B92,Fly Wheel 3DI,161,10286.2
9,2025,006029533V91,Fly Wheel 3DI E1H1,536,8111.61
9,2025,006028861V92,475/575 4DI-NCRPTO,92,3907.35
9,2025,006028860V91,475/575 4DI-CRPTO,649,8303.57
9,2025,006022009B91,Fly Wheel Swraj,595,2617.87
9,2025,007903649B1,HUB(CRE),632,1532
9,2025,4D00322,BOSS BRAKCET,118,624.57
9,2025,005551418R8,F.A.S. (BP),384,1960.94
9,2025,F3S00100,Brake Drum 100,217,1358.35
9,2025,F8T00122,Brake Drum 122,231,7708.15
9,2025,F3S00222,Brake Drum 222,450,528.53
9,2025,F3S00422,Brake Drum 422,132,12782.09
9,2025,F8T01222,Brake Drum 1222,211,2680.18
9,2025,F8T02022,Brake Drum 2022,415,7844.79
9,2025,F1860822,BD (B) 1860822 -EDM,499,4155.5
9,2025,F1869022,BD F-1869022-EDM,308,8834.98
9,2025,F8T01922,Brake Drum 1922,715,6256.85
9,2025,F1879622,Brake Drum 9622,143,4830.15
9,2025,F1879722,Brake Drum 9722,533,10096.5
9,2025,F1869122,Brake Drum 9122,170,7925.46
9,2025,F3S00622,Brake Drum 622,513,858.74
9,2025,F5Z00120,Distence Pic Old 120,380,11350.36
9,2025,F5Z00112,Distence Pic Big 112,119,10980.85
9,2025,F1880122,Rear Hub 122,646,3984.99
9,2025,F1888822,Dummy Hub 822,416,7555.63
9,2025,F8S00622,Rear Hub-622,87,1613.12
9,2025,F1880222,Rear HUB-222,142,3118.74
9,2025,F8S01022,UB Hub 1022,120,2875.45
9,2025,FTF01222,UB Hub 1222,361,9310.49
9,2025,F1884622,Front Hub -622,88,9626.77
9,2025,F8S00922,UB Hub 922,480,5976.75
9,2025,F8S01322,Front HUB-1322,461,2696.96
9,2025,FTF01122,Hub 1122 MBP,431,4013.11
9,2025,FTF01022,Hub 1022 MBP,335,1200.06
9,2025,FTF03022,Rear Dummy HUB-3022,107,11366.18
9,2025,FH302622,Front Hub 2622 MBP,165,11086.79
9,2025,FTT02722,HUB-2722,567,683.61
9,2025,F3H01322,ARB FRAME MOUNTING BKT,251,11459.3
9,2025,F2R00122,SGM BKT-122,433,9748.32
9,2025,F8D01700,SGM BKT -1700,199,8494.6
9,2025,F-8D02722,SGM -2722,93,2998.53
9,2025,F8D01622,SGM -1622,305,6451.46
9,2025,F3H01122,ARB Axle M. BKt LH,479,10193.85
9,2025,F3H01222,ARB Axle M. BKt RH,197,1816.6
9,2025,B3F15503,Fly Wheel-503,365,3752.33
9,2025,B9805502,Flywheel Neptune,368,2281.14
9,2025,B2W02519,FIP Housing CB18,79,7475.7
9,2025,B2W01421,FIP Housing CB28,84,6587
9,2025,B2W01307,Fip Housing-1307,347,3140.89
9,2025,X1X00522,Thermostate Housing-522,818,5798.26
9,2025,X2H00622,T.G. Case,681,8931.78
9,2025,F7L09722,Rear Spring Bracket,304,8100.1
9,2025,F5F01822,AC Bracket -1822,247,9391.71
9,2025,F5F01722,AC Bracket -1722,454,2701.64
9,2025,F7Z05314,ATS BRACKET-5314,407,8231.29
9,2025,F7Z00122,ATS BRACKET-122,296,3318.17
9,2025,F7Z05414,ATS BRACKET-5414,586,2829.16
9,2025,F7Z10314,ATS BRACKET 10314,584,10142.53
9,2025,X6E03422,Nodo Bracket-3422,443,692.73
9,2025,X6E03522,Nodo Bracket-3522,96,7876.14
9,2025,X6E05222,Nodo Bracket-5222,170,9008.66
9,2025,X6E05122,Nodo Bracket-5122,337,10351.4
9,2025,330123920,Tata Cup Box,95,5337.53
9,2025,P3301201020,ACE RDE Box casting,311,2556.47
